Nov 16 19:48:21.480 VTTY: Console port: waiting connection on tcp port 5038 for protocol IPv6 (FD 12)
Nov 16 19:48:21.480 VTTY: Console port: waiting connection on tcp port 5038 for protocol IPv4 (FD 13)
Nov 16 19:48:21.729 slot0: C/H/S settings = 0/4/32
Nov 16 19:48:21.729 slot1: C/H/S settings = 0/4/32
Nov 16 19:48:21.927 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60aa1da0,JIT on)
Nov 16 19:48:21.927 CPU0: CPU_STATE: Starting CPU (old state=2)...
Nov 16 19:48:25.886 ROM: Microcode has started.
Nov 16 19:48:25.890 ROM: trying to read bootvar 'WARM_REBOOT'
Nov 16 19:48:25.890 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a99108 (size=1)
Nov 16 19:48:25.890 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9911c (size=1)
Nov 16 19:48:26.007 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026e48c (size=2)
Nov 16 19:48:26.009 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60275d88 (size=2)
Nov 16 19:48:26.009 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60275d98 (size=2)
Nov 16 19:48:26.009 ROM: unhandled syscall 0x00000047 at pc=0x60a9a89c (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Nov 16 19:48:26.697 ROM: trying to read bootvar 'RANDOM_NUM'
Nov 16 19:48:26.726 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x6028323c (size=2)
Nov 16 19:48:26.728 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=1,function=0,reg=0x00
Nov 16 19:48:26.728 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=1,function=0,reg=0x40
Nov 16 19:48:26.728 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=1,function=0,reg=0x40
Nov 16 19:48:26.728 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x04
Nov 16 19:48:26.728 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x04
Nov 16 19:48:26.728 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x0c
Nov 16 19:48:26.728 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x0c
Nov 16 19:48:26.728 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x18
Nov 16 19:48:26.728 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x18
Nov 16 19:48:26.730 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x1c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x1c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x20
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x20
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x24
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x24
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x30
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x30
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x3c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x3c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x40
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x40
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x64
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x64
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x68
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x68
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x04
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x04
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0xf0
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0xf0
Nov 16 19:48:26.730 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=2,function=0,reg=0x00
Nov 16 19:48:26.730 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=2,function=0,reg=0x00
Nov 16 19:48:26.730 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=2,function=0,reg=0x40
Nov 16 19:48:26.730 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=2,function=0,reg=0x40
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x04
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x04
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x0c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x0c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00080500) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x18
Nov 16 19:48:26.730 PCI: PCI bridge 0,2,0 -> pri: 00, sec: 05, sub: 08
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00080500) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x18
Nov 16 19:48:26.730 PCI: PCI bridge 0,2,0 -> pri: 00, sec: 05, sub: 08
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x02803f20) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x1c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x02803f20) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x1c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x4df04d80) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x20
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x4df04d80) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x20
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00014d81) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x24
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00014d81) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x24
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x30
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x30
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x3c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x3c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x40
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x40
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x64
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x64
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x68
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x68
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x04
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x04
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0xf0
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0xf0
Nov 16 19:48:26.730 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=3,function=0,reg=0x00
Nov 16 19:48:26.730 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=3,function=0,reg=0x00
Nov 16 19:48:26.730 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=3,function=0,reg=0x40
Nov 16 19:48:26.730 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=3,function=0,reg=0x40
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x04
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x04
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x0c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x0c
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x000c0900) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x18
Nov 16 19:48:26.730 PCI: PCI bridge 0,3,0 -> pri: 00, sec: 09, sub: 12
Nov 16 19:48:26.730 CPU0: PCI: write request (data=0x000c0900) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x18
Nov 16 19:48:26.732 PCI: PCI bridge 0,3,0 -> pri: 00, sec: 09, sub: 12
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x02809f80) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x1c
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x02809f80) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x1c
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x4e704e00) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x20
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x4e704e00) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x20
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00014e01) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x24
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00014e01) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x24
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x30
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x30
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x3c
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x3c
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x40
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x40
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x64
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x64
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x68
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x68
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0x04
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0x04
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x6028603c: bus=0,device=3,function=0,reg=0xf0
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286048: bus=0,device=3,function=0,reg=0xf0
Nov 16 19:48:26.732 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=4,function=0,reg=0x00
Nov 16 19:48:26.732 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=4,function=0,reg=0x00
Nov 16 19:48:26.732 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=4,function=0,reg=0x40
Nov 16 19:48:26.732 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=4,function=0,reg=0x40
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x04
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x04
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x0c
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x0c
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00100d00) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x18
Nov 16 19:48:26.732 PCI: PCI bridge 0,4,0 -> pri: 00, sec: 13, sub: 16
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00100d00) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x18
Nov 16 19:48:26.732 PCI: PCI bridge 0,4,0 -> pri: 00, sec: 13, sub: 16
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x0280bfa0) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x1c
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x0280bfa0) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x1c
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x4ef04e80) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x20
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x4ef04e80) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x20
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00014e81) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x24
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00014e81) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x24
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x30
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x30
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x3c
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x3c
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x40
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x40
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x64
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x64
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x68
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x68
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0x04
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0x04
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0xf0
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0xf0
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x6028605c: bus=0,device=0,function=0,reg=0x20
Nov 16 19:48:26.732 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x60286060: bus=0,device=0,function=0,reg=0x20
